what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465554478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465556363
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465556673
started,bundle,org.eclipse.jst.server.generic.core,1.0.506.v20090817,"org.eclipse.jst.server.generic.core",1741465556815
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.jst.server.preview.adapter",1741465556819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465560521
executed,command,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.launchShortcut.run",1741465560601
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1741465560704
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1741465561568
started,bundle,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser",1741465563575
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741465563931
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741465563973
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465568668
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465569943
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465571313
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465571558
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741465583972
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741465583973
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741465583982
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741465583990
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741465584000
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741465584009
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741465584022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465594148
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741465596166
