what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741468212352
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468215254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468220043
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741468222413
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468228447
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468277909
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.newWizard",1741468277943
opened,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1741468278032
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1741468278059
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468281900
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468315095
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1741468317269
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1741468317762
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468327866
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468337817
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741468339657
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468344261
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468346301
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468346476
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468348455
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468348504
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468350052
executed,command,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.launchShortcut.run",1741468350075
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741468354143
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741468354184
