what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469193623
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469194167
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469194234
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469194860
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469195228
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469196041
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741469197311
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1741469205186
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741469209526
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741469210623
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1741469212158
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1741469212852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469214317
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469265441
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741469267665
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1741469268424
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1741469270448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1741469270933
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469272935
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469274367
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469275453
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469276836
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469278763
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469336379
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469339627
