what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1741514674170
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1741514675327
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1741514701011
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1741514704141
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1741514706719
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741514710144
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741514710144
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741514714820
closed,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741514714820
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514720043
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514723833
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514723864
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514725811
executed,command,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.launchShortcut.run",1741514725811
opened,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741514729400
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741514729429
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741514746216
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741514746475
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741514746499
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1741514758190
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514766510
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514768202
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514768501
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514771596
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741514771605
