what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1741515117922
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515135709
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515148439
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741515149668
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741515149850
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741515149881
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515210926
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515287658
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741515292081
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741515292348
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741515292377
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515295419
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515295622
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1741515298642
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741515304144
opened,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1741515304378
activated,editor,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.core.htmlsource.source",1741515304414
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1741515320600
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1741515320788
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515334193
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515336349
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741515336458
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1741515336626
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1741515336626
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1741515336626
