what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1741468931872
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468950254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468950477
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468957625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468957859
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468962837
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468967219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468977256
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468977498
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468981024
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468985038
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741468985275
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468987391
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468994073
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468994399
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468995246
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468996413
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468997574
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1741468998268
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469002614
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1741469010260
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1741469012732
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1741469013288
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1741469062259
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1741469184075
